행정구역별(시군구),2024
강원특별자치도,233369
경기도,1258456
경상남도,427909
경상북도,399786
광주광역시,150697
대구광역시,299022
대전광역시,153070
부산광역시,471848
서울특별시,1042835
세종특별자치시,23981
울산광역시,113359
인천광역시,303466
전라남도,292699
전북특별자치도,263325
제주특별자치도,71323
충청남도,280992
충청북도,207272
